code_commune,nom_commune,code_departement,annee,scenario_nombre_votants,modele_nombre_votants,prediction_nombre_votants_2032,scenario_taux_participation,modele_taux_participation,prediction_taux_participation_2032
01282,OUTRIAZ,01,2032,covid_pondere,Random forest,183.63,covid_pondere,Random forest,98.6
01283,OYONNAX,01,2032,covid_pondere,Random forest,6649.31,covid_pondere,Random forest,60.13
01284,OZAN,01,2032,covid_pondere,Random forest,329.66,covid_pondere,Random forest,55.05
01285,PARCIEUX,01,2032,covid_pondere,Random forest,536.67,covid_pondere,Random forest,51.94
01286,PARVES ET NATTAGES,01,2032,covid_pondere,Random forest,485.96,covid_pondere,Random forest,58.88
01288,PÉRON,01,2032,covid_pondere,Random forest,505.06,covid_pondere,Random forest,24.24
01289,PÉRONNAS,01,2032,covid_pondere,Random forest,2894.63,covid_pondere,Random forest,60.39
01290,PÉROUGES,01,2032,covid_pondere,Random forest,561.24,covid_pondere,Random forest,48.89
01291,PERREX,01,2032,covid_pondere,Random forest,485.87,covid_pondere,Random forest,76.94
01293,PEYRIAT,01,2032,covid_pondere,Random forest,81.19,covid_pondere,Random forest,58.24
01294,PEYRIEU,01,2032,covid_pondere,Random forest,306.5,covid_pondere,Random forest,40.04
01295,PEYZIEUX-SUR-SAÔNE,01,2032,covid_pondere,Random forest,338.38,covid_pondere,Random forest,73.24
01296,PIRAJOUX,01,2032,covid_pondere,Random forest,137.67,covid_pondere,Random forest,41.83
01297,PIZAY,01,2032,covid_pondere,Random forest,355.55,covid_pondere,Random forest,46.06
01298,PLAGNE,01,2032,covid_pondere,Random forest,53.77,covid_pondere,Random forest,43.23
01299,LE PLANTAY,01,2032,covid_pondere,Random forest,242.38,covid_pondere,Random forest,60.39
01301,POLLIAT,01,2032,covid_pondere,Random forest,1390.93,covid_pondere,Random forest,60.85
01302,POLLIEU,01,2032,covid_pondere,Random forest,138.12,covid_pondere,Random forest,98.8
01303,PONCIN,01,2032,covid_pondere,Random forest,814.53,covid_pondere,Random forest,60.08
01304,PONT-D'AIN,01,2032,covid_pondere,Random forest,528.24,covid_pondere,Random forest,20.84
01305,PONT-DE-VAUX,01,2032,covid_pondere,Random forest,637.12,covid_pondere,Random forest,35.01
01306,PONT-DE-VEYLE,01,2032,covid_pondere,Random forest,526.49,covid_pondere,Random forest,54.79
01307,PORT,01,2032,covid_pondere,Random forest,287.25,covid_pondere,Random forest,23.86
01308,POUGNY,01,2032,covid_pondere,Random forest,198.11,covid_pondere,Random forest,30.62
01309,POUILLAT,01,2032,covid_pondere,Random forest,40.9,covid_pondere,Random forest,54.77
01310,PRÉMEYZEL,01,2032,covid_pondere,Random forest,94.73,covid_pondere,Random forest,72.31
01311,PRÉMILLIEU,01,2032,covid_pondere,Random forest,26.6,covid_pondere,Random forest,49.93
01313,PRÉVESSIN-MOËNS,01,2032,covid_pondere,Random forest,2217.79,covid_pondere,Random forest,47.84
