code_commune,nom_commune,2014,2020,variation_absolue,variation_relative_pct
62638,OISY-LE-VERGER,82.25,62.59,-19.659999999999997,-23.9
91016,ANGERVILLE,64.55,44.89,-19.659999999999997,-30.46
91661,VILLEBON-SUR-YVETTE,60.04,40.38,-19.659999999999997,-32.74
30032,BEAUCAIRE,71.4,51.75,-19.650000000000006,-27.52
84147,VILLELAURE,72.81,53.16,-19.650000000000006,-26.99
66161,RIA-SIRACH,67.73,48.08,-19.650000000000006,-29.01
56028,CADEN,63.55,43.9,-19.65,-30.92
34329,VENDRES,77.58,57.93,-19.65,-25.33
56160,PLEUGRIFFET,70.46,50.81,-19.64999999999999,-27.89
88270,LIFFOL-LE-GRAND,56.74,37.1,-19.64,-34.61
38449,SAINT-QUENTIN-FALLAVIER,58.34,38.7,-19.64,-33.66
72329,SAVIGNÉ-L'EVÊQUE,67.05,47.41,-19.64,-29.29
49260,LA ROMAGNE,59.7,40.06,-19.64,-32.9
04019,BARCELONNETTE,69.39,49.75,-19.64,-28.3
64065,ASCAIN,80.71,61.07,-19.639999999999993,-24.33
68140,HIRTZFELDEN,79.09,59.46,-19.630000000000003,-24.82
57597,ROSSELANGE,41.35,21.72,-19.630000000000003,-47.47
21606,LADOIX-SERRIGNY,61.0,41.37,-19.630000000000003,-32.18
02186,CHÉZY-SUR-MARNE,67.72,48.09,-19.629999999999995,-28.99
33058,BLAYE,59.73,40.1,-19.629999999999995,-32.86
84009,LA BASTIDE-DES-JOURDANS,81.37,61.75,-19.620000000000005,-24.11
33463,SAINT-PIERRE-D'AURILLAC,64.17,44.55,-19.620000000000005,-30.58
77259,LONGPERRIER,66.95,47.33,-19.620000000000005,-29.31
95658,VIGNY,53.94,34.32,-19.619999999999997,-36.37
79081,CHAURAY,68.83,49.21,-19.619999999999997,-28.51
69112,LENTILLY,67.85,48.23,-19.619999999999997,-28.92
88032,BAN-DE-LAVELINE,63.05,43.43,-19.619999999999997,-31.12
85161,NIEUL-LE-DOLENT,62.58,42.96,-19.619999999999997,-31.35
02245,CUFFIES,71.87,52.26,-19.610000000000007,-27.29
57041,AUMETZ,61.56,41.95,-19.61,-31.86
16370,SIREUIL,62.94,43.33,-19.61,-31.16
89399,SOUCY,66.51,46.91,-19.60000000000001,-29.47
34147,MAGALAS,73.03,53.43,-19.6,-26.84
31526,LA SALVETAT-SAINT-GILLES,62.24,42.64,-19.6,-31.49
59659,WIGNEHIES,66.96,47.36,-19.599999999999994,-29.27
33315,LES PEINTURES,77.41,57.81,-19.599999999999994,-25.32
91198,D'HUISON-LONGUEVILLE,55.48,35.88,-19.599999999999994,-35.33
31467,SAINT-ALBAN,61.66,42.06,-19.599999999999994,-31.79
56222,SAINT-JEAN-BRÉVELAY,77.39,57.8,-19.590000000000003,-25.31
37261,TOURS,52.38,32.79,-19.590000000000003,-37.4
93047,MONTFERMEIL,54.32,34.73,-19.590000000000003,-36.06
78090,BOUAFLE,63.4,43.81,-19.589999999999996,-30.9
83119,SAINT-TROPEZ,73.6,54.01,-19.589999999999996,-26.62
69081,ECULLY,55.02,35.44,-19.580000000000005,-35.59
67525,WESTHOFFEN,59.16,39.58,-19.58,-33.1
87011,BELLAC,74.51,54.94,-19.570000000000007,-26.26
74229,SAINT-CERGUES,42.59,23.02,-19.570000000000004,-45.95
54300,LANEUVEVILLE-DEVANT-NANCY,59.02,39.45,-19.57,-33.16
77241,JUILLY,69.5,49.93,-19.57,-28.16
22265,ROSPEZ,66.52,46.95,-19.569999999999993,-29.42
64499,SALIES-DE-BÉARN,74.04,54.48,-19.56000000000001,-26.42
69084,FLEURIE,58.37,38.81,-19.559999999999995,-33.51
68041,BLODELSHEIM,71.55,51.99,-19.559999999999995,-27.34
31355,MONS,79.77,60.21,-19.559999999999995,-24.52
44010,BATZ-SUR-MER,67.29,47.74,-19.550000000000004,-29.05
24557,TRÉLISSAC,69.76,50.21,-19.550000000000004,-28.02
14407,MATHIEU,66.18,46.63,-19.550000000000004,-29.54
42239,SAINT-JEAN-SAINT-MAURICE-SUR-LOIRE,81.51,61.96,-19.550000000000004,-23.98
31239,L'ISLE-EN-DODON,84.23,64.68,-19.549999999999997,-23.21
31188,FONTENILLES,68.11,48.57,-19.54,-28.69
54451,RÉHON,58.87,39.33,-19.54,-33.19
22044,COËTMIEUX,67.19,47.65,-19.54,-29.08
43177,SAINT-DIDIER-EN-VELAY,71.72,52.18,-19.54,-27.24
91191,CROSNE,62.04,42.5,-19.54,-31.5
80620,PÉRONNE,63.67,44.13,-19.54,-30.69
38265,LA MOTTE-D'AVEILLANS,71.74,52.2,-19.539999999999992,-27.24
71047,BOURBON-LANCY,72.22,52.69,-19.53,-27.04
74219,QUINTAL,81.1,61.57,-19.529999999999994,-24.08
29279,TAULÉ,74.13,54.6,-19.529999999999994,-26.35
68386,ZIMMERSHEIM,69.91,50.38,-19.529999999999994,-27.94
42005,ANDRÉZIEUX-BOUTHÉON,59.81,40.29,-19.520000000000003,-32.64
69282,MEYZIEU,53.83,34.31,-19.519999999999996,-36.26
64545,URRUGNE,72.49,52.97,-19.519999999999996,-26.93
31583,VILLEMATIER,61.51,41.99,-19.519999999999996,-31.73
93046,LIVRY-GARGAN,51.19,31.67,-19.519999999999996,-38.13
62048,AUCHEL,58.8,39.28,-19.519999999999996,-33.2
53151,MÉRAL,58.45,38.94,-19.510000000000005,-33.38
59599,TOURCOING,44.89,25.38,-19.51,-43.46
94056,PÉRIGNY-SUR-YERRES,49.51,30.0,-19.509999999999998,-39.41
28130,DIGNY,59.86,40.35,-19.509999999999998,-32.59
38474,SASSENAGE,67.79,48.29,-19.500000000000007,-28.77
62523,LOISON-SOUS-LENS,61.98,42.48,-19.5,-31.46
13086,ROQUEVAIRE,69.64,50.14,-19.5,-28.0
57390,LEMBERG,82.4,62.91,-19.49000000000001,-23.65
59094,BOURBOURG,69.47,49.98,-19.490000000000002,-28.06
54051,BATILLY,74.28,54.79,-19.490000000000002,-26.24
70240,FONTAINE-LÈS-LUXEUIL,65.01,45.53,-19.480000000000004,-29.96
56240,SARZEAU,69.15,49.67,-19.480000000000004,-28.17
35014,BAIS,68.9,49.43,-19.470000000000006,-28.26
31481,SAINTE-FOY-DE-PEYROLIÈRES,73.69,54.22,-19.47,-26.42
27467,PONT-AUDEMER,56.54,37.07,-19.47,-34.44
44103,MONTOIR-DE-BRETAGNE,59.65,40.18,-19.47,-32.64
91129,CERNY,64.97,45.5,-19.47,-29.97
971105,BASSE-TERRE,60.69,41.22,-19.47,-32.08
79249,SAINT-GELAIS,68.21,48.74,-19.46999999999999,-28.54
51172,CORMONTREUIL,62.39,42.93,-19.46,-31.19
49364,VAUDELNAY,59.03,39.57,-19.46,-32.97
59302,HÉRIN,69.08,49.62,-19.46,-28.17
69040,CHAMPAGNE-AU-MONT-D'OR,58.8,39.34,-19.459999999999994,-33.1
30123,GALLARGUES-LE-MONTUEUX,74.13,54.67,-19.459999999999994,-26.25
85128,LUÇON,63.92,44.47,-19.450000000000003,-30.43
60450,NEUILLY-EN-THELLE,62.34,42.89,-19.450000000000003,-31.2
64549,UZEIN,71.45,52.0,-19.450000000000003,-27.22
88516,VITTEL,68.51,49.07,-19.440000000000005,-28.38
13021,CARRY-LE-ROUET,65.87,46.43,-19.440000000000005,-29.51
38150,DOMÈNE,63.79,44.35,-19.439999999999998,-30.47
57724,VITRY-SUR-ORNE,67.19,47.75,-19.439999999999998,-28.93
95580,SAINT-WITZ,64.83,45.39,-19.439999999999998,-29.99
08403,SAULT-LÈS-RETHEL,73.26,53.83,-19.430000000000007,-26.52
40331,VILLENEUVE-DE-MARSAN,57.84,38.41,-19.430000000000007,-33.59
33522,TALENCE,56.3,36.87,-19.43,-34.51
59112,BRUAY-SUR-L'ESCAUT,61.72,42.29,-19.43,-31.48
72378,VION,74.14,54.72,-19.42,-26.19
83113,SAINT-JULIEN,79.58,60.16,-19.42,-24.4
02722,SOISSONS,52.74,33.32,-19.42,-36.82
45187,LORRIS,69.77,50.35,-19.419999999999995,-27.83
78233,FEUCHEROLLES,67.4,47.99,-19.410000000000004,-28.8
85120,LANDEVIEILLE,65.47,46.06,-19.409999999999997,-29.65
76758,YVETOT,61.15,41.74,-19.409999999999997,-31.74
91549,SAINTE-GENEVIÈVE-DES-BOIS,57.29,37.88,-19.409999999999997,-33.88
82018,BIOULE,86.97,67.57,-19.400000000000006,-22.31
24133,LA COQUILLE,64.72,45.32,-19.4,-29.98
38486,SEYSSINS,65.36,45.96,-19.4,-29.68
54115,CHAMPIGNEULLES,64.33,44.93,-19.4,-30.16
86174,NAINTRÉ,65.85,46.45,-19.39999999999999,-29.46
77100,LE CHÂTELET-EN-BRIE,63.68,44.29,-19.39,-30.45
60157,CLERMONT,58.78,39.39,-19.39,-32.99
78217,EPÔNE,61.99,42.6,-19.39,-31.28
78172,CONFLANS-SAINTE-HONORINE,56.38,36.99,-19.39,-34.39
74042,BONNEVILLE,51.25,31.86,-19.39,-37.83
055SR04,MARSEILLE SECTEUR 4,56.51,37.12,-19.39,-34.31
83085,LA MOTTE,74.93,55.55,-19.38000000000001,-25.86
64348,LONS,64.56,45.18,-19.380000000000003,-30.02
62065,AVION,50.89,31.51,-19.38,-38.08
28113,COULOMBS,54.51,35.13,-19.379999999999995,-35.55
71132,CIRY-LE-NOBLE,65.99,46.61,-19.379999999999995,-29.37
27031,AVIRON,73.56,54.19,-19.370000000000005,-26.33
85081,DOMPIERRE-SUR-YON,71.8,52.43,-19.369999999999997,-26.98
37217,SAINT-ETIENNE-DE-CHIGNY,67.59,48.23,-19.360000000000007,-28.64
21295,GEVREY-CHAMBERTIN,61.75,42.39,-19.36,-31.35
28280,NOGENT-LE-ROTROU,68.97,49.62,-19.35,-28.06
22282,SAINT-CAST-LE-GUILDO,72.2,52.85,-19.35,-26.8
46015,BAGNAC-SUR-CÉLÉ,66.3,46.95,-19.349999999999994,-29.19
49135,FENEU,55.52,36.18,-19.340000000000003,-34.83
69034,CALUIRE-ET-CUIRE,55.62,36.28,-19.339999999999996,-34.77
30221,ROQUEMAURE,67.3,47.96,-19.339999999999996,-28.74
56061,LA GACILLY,53.88,34.55,-19.330000000000005,-35.88
62401,HAISNES,68.08,48.75,-19.33,-28.39
37031,BOURGUEIL,66.45,47.13,-19.32,-29.07
91045,BALLANCOURT-SUR-ESSONNE,59.62,40.3,-19.32,-32.41
84086,OPPÈDE,75.9,56.59,-19.310000000000002,-25.44
51449,PRUNAY,51.92,32.61,-19.310000000000002,-37.19
38565,VOREPPE,67.34,48.03,-19.310000000000002,-28.68
56013,BELZ,73.17,53.86,-19.310000000000002,-26.39
91274,GOMETZ-LA-VILLE,72.05,52.74,-19.309999999999995,-26.8
78683,VILLIERS-SAINT-FRÉDERIC,53.05,33.74,-19.309999999999995,-36.4
37003,AMBOISE,61.99,42.69,-19.300000000000004,-31.13
29135,LOCTUDY,72.01,52.71,-19.300000000000004,-26.8
33159,ETAULIERS,49.96,30.66,-19.3,-38.63
54482,SAINT-MAX,58.47,39.17,-19.299999999999997,-33.01
83106,ROCBARON,65.44,46.14,-19.299999999999997,-29.49
83064,GARÉOULT,60.9,41.6,-19.299999999999997,-31.69
30006,AIMARGUES,72.98,53.69,-19.290000000000006,-26.43
51250,FISMES,46.81,27.52,-19.290000000000003,-41.21
55063,BOULIGNY,63.75,44.46,-19.29,-30.26
60006,LES AGEUX,51.85,32.57,-19.28,-37.18
34032,BÉZIERS,63.26,43.98,-19.28,-30.48
11116,CUXAC-D'AUDE,69.74,50.46,-19.279999999999994,-27.65
03102,DOMPIERRE-SUR-BESBRE,68.8,49.52,-19.279999999999994,-28.02
63470,VOLVIC,70.46,51.18,-19.279999999999994,-27.36
78571,SAINT-NOM-LA-BRETÈCHE,63.62,44.34,-19.279999999999994,-30.3
95051,BEAUCHAMP,56.88,37.61,-19.270000000000003,-33.88
59068,BERLAIMONT,65.32,46.05,-19.269999999999996,-29.5
50188,FOLLIGNY,62.9,43.63,-19.269999999999996,-30.64
67152,GEISPOLSHEIM,58.15,38.88,-19.269999999999996,-33.14
35234,QUÉDILLAC,69.37,50.11,-19.260000000000005,-27.76
54549,VARANGÉVILLE,64.79,45.53,-19.260000000000005,-29.73
54028,AUBOUÉ,60.61,41.35,-19.259999999999998,-31.78
29186,PLOUÉZOC'H,61.9,42.64,-19.259999999999998,-31.11
92063,RUEIL-MALMAISON,54.41,35.15,-19.259999999999998,-35.4
33498,SALLES,72.35,53.09,-19.25999999999999,-26.62
85216,SAINTE-GEMME-LA-PLAINE,71.62,52.37,-19.250000000000007,-26.88
78108,LES BRÉVIAIRES,55.77,36.52,-19.25,-34.52
53008,ARON,58.44,39.19,-19.25,-32.94
86027,BIARD,74.41,55.16,-19.25,-25.87
14587,SAINT-GERMAIN-LA-BLANCHE-HERBE,47.43,28.18,-19.25,-40.59
91659,VILLABÉ,64.6,45.35,-19.249999999999993,-29.8
46143,LACAPELLE-MARIVAL,67.29,48.05,-19.24000000000001,-28.59
01166,FRANS,58.0,38.76,-19.240000000000002,-33.17
34127,LANSARGUES,78.75,59.51,-19.240000000000002,-24.43
45126,DONNERY,74.38,55.14,-19.239999999999995,-25.87
59555,SARS-POTERIES,67.02,47.78,-19.239999999999995,-28.71
25560,THISE,64.71,45.47,-19.239999999999995,-29.73
59352,LINSELLES,60.21,40.98,-19.230000000000004,-31.94
80071,BEAUVAL,73.44,54.21,-19.229999999999997,-26.18
64140,BOUCAU,64.69,45.46,-19.229999999999997,-29.73
78575,SAINT-RÉMY-LÈS-CHEVREUSE,62.43,43.2,-19.229999999999997,-30.8
36069,ECUEILLÉ,70.45,51.23,-19.220000000000006,-27.28
33281,MÉRIGNAC,54.43,35.21,-19.22,-35.31
56260,VANNES,58.76,39.54,-19.22,-32.71
25508,ROULANS,77.53,58.31,-19.22,-24.79
84067,LORIOL-DU-COMTAT,67.37,48.16,-19.210000000000008,-28.51
67520,WASSELONNE,66.67,47.46,-19.21,-28.81
40304,SOORTS-HOSSEGOR,71.34,52.13,-19.21,-26.93
40217,PARENTIS-EN-BORN,73.95,54.74,-19.21,-25.98
32132,FLEURANCE,68.38,49.17,-19.209999999999994,-28.09
055SR08,MARSEILLE SECTEUR 8,46.5,27.3,-19.2,-41.29
33465,SAINT-PIERRE-DE-MONS,69.49,50.29,-19.199999999999996,-27.63
33104,CASTELNAU-DE-MÉDOC,66.45,47.26,-19.190000000000005,-28.88
59015,ARLEUX,79.65,60.46,-19.190000000000005,-24.09
28056,BOUTIGNY-PROUAIS,54.49,35.3,-19.190000000000005,-35.22
53125,LANDIVY,63.61,44.42,-19.189999999999998,-30.17
31462,ROUFFIAC-TOLOSAN,73.8,54.61,-19.189999999999998,-26.0
60074,BLAINCOURT-LÈS-PRÉCY,75.91,56.72,-19.189999999999998,-25.28
80001,ABBEVILLE,60.62,41.43,-19.189999999999998,-31.66
62351,FOUQUIÈRES-LÈS-LENS,62.69,43.5,-19.189999999999998,-30.61
22250,PONTRIEUX,75.88,56.69,-19.189999999999998,-25.29
17452,LA TREMBLADE,68.29,49.11,-19.180000000000007,-28.09
78615,THIVERVAL-GRIGNON,59.93,40.75,-19.18,-32.0
29259,SAINT-POL-DE-LÉON,63.88,44.7,-19.18,-30.03
67324,NIEDERBRONN-LES-BAINS,60.81,41.63,-19.18,-31.54
59614,VIESLY,73.65,54.48,-19.17000000000001,-26.03
02566,OGNES,55.85,36.68,-19.17,-34.32
35040,BRETEIL,73.17,54.0,-19.17,-26.2
56116,LOCMARIAQUER,74.46,55.29,-19.169999999999995,-25.75
25304,HÉRIMONCOURT,57.82,38.66,-19.160000000000004,-33.14
08457,TOURNES,59.02,39.86,-19.160000000000004,-32.46
03197,NEUILLY-LE-RÉAL,76.11,56.95,-19.159999999999997,-25.17
27469,PONT-DE-L'ARCHE,68.6,49.44,-19.159999999999997,-27.93
45194,MARDIÉ,65.21,46.05,-19.159999999999997,-29.38
94053,NOISEAU,69.31,50.16,-19.150000000000006,-27.63
42184,RIORGES,60.05,40.9,-19.15,-31.89
53182,PORT-BRILLET,69.54,50.4,-19.140000000000008,-27.52
38378,SAINT-CLAIR-DU-RHÔNE,59.31,40.17,-19.14,-32.27
69063,COLLONGES-AU-MONT-D'OR,58.88,39.74,-19.14,-32.51
27279,GASNY,63.66,44.52,-19.139999999999993,-30.07
24352,RIBÉRAC,73.57,54.43,-19.139999999999993,-26.02
37257,THILOUZE,55.38,36.25,-19.130000000000003,-34.54
34148,MARAUSSAN,67.5,48.37,-19.130000000000003,-28.34
84065,LAURIS,69.31,50.18,-19.130000000000003,-27.6
90039,ESSERT,67.65,48.52,-19.130000000000003,-28.28
01388,SAINT-TRIVIER-DE-COURTES,71.14,52.01,-19.130000000000003,-26.89
44114,ORVAULT,60.25,41.12,-19.130000000000003,-31.75
25031,AUDINCOURT,51.08,31.95,-19.13,-37.45
22277,SAINT-BRANDAN,81.21,62.08,-19.129999999999995,-23.56
57385,LAQUENEXY,80.02,60.89,-19.129999999999995,-23.91
16271,PUYMOYEN,67.35,48.22,-19.129999999999995,-28.4
21223,DAIX,52.3,33.17,-19.129999999999995,-36.58
71588,VITRY-EN-CHAROLLAIS,76.58,57.46,-19.119999999999997,-24.97
34192,PALAVAS-LES-FLOTS,74.39,55.28,-19.11,-25.69
27598,SAINT-PIERRE-DU-VAUVRAY,73.97,54.86,-19.11,-25.83
85018,BEAUVOIR-SUR-MER,70.28,51.17,-19.11,-27.19
77053,BRIE-COMTE-ROBERT,55.51,36.4,-19.11,-34.43
83004,LES ARCS,64.65,45.55,-19.10000000000001,-29.54
51492,SAINT-JUST-SAUVAGE,71.72,52.62,-19.1,-26.63
33165,FARGUES-SAINT-HILAIRE,67.0,47.9,-19.1,-28.51
123SR06,LYON 6EME SECTEUR,58.74,39.64,-19.1,-32.52
34037,BOUJAN-SUR-LIBRON,74.55,55.45,-19.099999999999994,-25.62
42253,SAINT-LÉGER-SUR-ROANNE,75.09,56.0,-19.090000000000003,-25.42
74171,MASSONGY,66.17,47.08,-19.090000000000003,-28.85
59589,THIANT,68.01,48.92,-19.090000000000003,-28.07
62758,SAINT-MARTIN-BOULOGNE,62.99,43.9,-19.090000000000003,-30.31
85294,LA TRANCHE-SUR-MER,73.44,54.35,-19.089999999999996,-25.99
86032,BONNEUIL-MATOURS,71.38,52.29,-19.089999999999996,-26.74
81171,MONTANS,66.76,47.68,-19.080000000000005,-28.58
44140,LA REGRIPPIÈRE,60.12,41.04,-19.08,-31.74
45146,LA FERTÉ-SAINT-AUBIN,71.07,51.99,-19.07999999999999,-26.85
72096,COULANS-SUR-GÉE,74.33,55.26,-19.07,-25.66
59606,VALENCIENNES,54.59,35.52,-19.07,-34.93
74063,CHÂTEL,68.09,49.02,-19.07,-28.01
30073,CASTILLON-DU-GARD,83.32,64.25,-19.069999999999993,-22.89
59648,WATTIGNIES,54.63,35.57,-19.060000000000002,-34.89
44159,SAINT-FIACRE-SUR-MAINE,57.65,38.59,-19.059999999999995,-33.06
36228,VALENÇAY,76.48,57.43,-19.050000000000004,-24.91
38467,SALAGNON,69.51,50.46,-19.050000000000004,-27.41
66096,LATOUR-DE-FRANCE,80.51,61.46,-19.050000000000004,-23.66
29170,PLOMELIN,70.31,51.26,-19.050000000000004,-27.09
30034,BELLEGARDE,73.4,54.35,-19.050000000000004,-25.95
14225,DIVES-SUR-MER,62.66,43.62,-19.04,-30.39
29190,PLOUGONVELIN,73.19,54.15,-19.04,-26.01
02307,LA FERTÉ-MILON,64.13,45.09,-19.039999999999992,-29.69
40209,ONDRES,69.1,50.06,-19.039999999999992,-27.55
63352,SAINT-GERMAIN-LEMBRON,75.0,55.97,-19.03,-25.37
60382,MARGNY-LÈS-COMPIÈGNE,58.67,39.64,-19.03,-32.44
03195,NÉRIS-LES-BAINS,71.52,52.49,-19.029999999999994,-26.61
972220,RIVIÈRE-PILOTE,56.87,37.84,-19.029999999999994,-33.46
85089,LA FERRIÈRE,69.32,50.29,-19.029999999999994,-27.45
12198,RIEUPEYROUX,68.41,49.38,-19.029999999999994,-27.82
28140,EPERNON,56.41,37.38,-19.029999999999994,-33.74
66024,LE BOULOU,67.87,48.85,-19.020000000000003,-28.02
35018,LA BAZOUGE-DU-DÉSERT,65.87,46.85,-19.020000000000003,-28.88
43040,BRIOUDE,64.75,45.73,-19.020000000000003,-29.37
38553,VILLEFONTAINE,48.47,29.45,-19.02,-39.24
41120,LUNAY,61.72,42.7,-19.019999999999996,-30.82
29297,TRÉMÉVEN,76.47,57.45,-19.019999999999996,-24.87
18267,TROUY,69.82,50.8,-19.019999999999996,-27.24
76224,ECRAINVILLE,68.47,49.45,-19.019999999999996,-27.78
51165,CONNANTRE,51.2,32.19,-19.010000000000005,-37.13
60102,BRENOUILLE,49.01,30.0,-19.009999999999998,-38.79
37204,ROUZIERS-DE-TOURAINE,68.33,49.32,-19.009999999999998,-27.82
74218,PUBLIER,61.94,42.93,-19.009999999999998,-30.69
67239,KINTZHEIM,82.87,63.87,-19.000000000000007,-22.93
87020,BONNAC-LA-CÔTE,73.78,54.78,-19.0,-25.75
70311,LUXEUIL-LES-BAINS,66.78,47.78,-19.0,-28.45
54578,VILLERS-LÈS-NANCY,60.95,41.95,-19.0,-31.17
62861,VIMY,74.09,55.09,-19.0,-25.64
60513,PRÉCY-SUR-OISE,64.91,45.91,-19.0,-29.27
70339,MÉLISEY,71.58,52.58,-19.0,-26.54
33003,AMBARÈS-ET-LAGRAVE,58.1,39.1,-19.0,-32.7
56130,MERLEVENEZ,74.07,55.07,-18.999999999999993,-25.65
29120,LANVÉOC,74.74,55.74,-18.999999999999993,-25.42
76684,TANCARVILLE,58.02,39.03,-18.990000000000002,-32.73
68149,HUNINGUE,57.72,38.73,-18.990000000000002,-32.9
02789,VERVINS,57.18,38.19,-18.990000000000002,-33.21
94001,ABLON-SUR-SEINE,64.22,45.23,-18.990000000000002,-29.57
22197,PLEUDIHEN-SUR-RANCE,73.87,54.88,-18.990000000000002,-25.71
82101,MALAUSE,79.08,60.09,-18.989999999999995,-24.01
71150,CRÊCHES-SUR-SAÔNE,62.96,43.98,-18.980000000000004,-30.15
21023,ARNAY-LE-DUC,73.84,54.86,-18.980000000000004,-25.7
80013,AIRAINES,82.9,63.92,-18.980000000000004,-22.9
59098,BOUSBECQUE,59.12,40.14,-18.979999999999997,-32.1
38151,ECHIROLLES,54.29,35.31,-18.979999999999997,-34.96
01314,PRIAY,74.79,55.82,-18.970000000000006,-25.36
89167,FLEURY-LA-VALLÉE,56.72,37.75,-18.97,-33.44
30278,SAINT-LAURENT-DES-ARBRES,79.71,60.74,-18.96999999999999,-23.8
77394,RUBELLES,70.62,51.66,-18.960000000000008,-26.85
89309,PONT-SUR-YONNE,64.76,45.8,-18.960000000000008,-29.28
50274,LES LOGES-MARCHIS,68.0,49.04,-18.96,-27.88
78643,VERNOUILLET,61.45,42.49,-18.96,-30.85
69206,SAINT-GEORGES-DE-RENEINS,62.06,43.1,-18.96,-30.55
13047,ISTRES,69.94,50.98,-18.96,-27.11
88165,ETIVAL-CLAIREFONTAINE,71.28,52.33,-18.950000000000003,-26.59
22325,SAINT-QUAY-PORTRIEUX,67.53,48.58,-18.950000000000003,-28.06
60069,BETZ,68.89,49.94,-18.950000000000003,-27.51
68120,HAGENTHAL-LE-BAS,76.09,57.14,-18.950000000000003,-24.9
45285,SAINT-JEAN-DE-LA-RUELLE,53.37,34.42,-18.949999999999996,-35.51
32012,AUBIET,80.24,61.29,-18.949999999999996,-23.62
33065,BOULIAC,64.87,45.93,-18.940000000000005,-29.2
77284,MEAUX,52.38,33.44,-18.940000000000005,-36.16
14536,LA RIVIÈRE-SAINT-SAUVEUR,69.22,50.28,-18.939999999999998,-27.36
2A272,SARTÈNE,89.82,70.88,-18.939999999999998,-21.09
82049,DONZAC,69.55,50.61,-18.939999999999998,-27.23
73130,GRIGNON,67.31,48.38,-18.93,-28.12
31149,COLOMIERS,61.63,42.7,-18.93,-30.72
46127,GOURDON,71.05,52.12,-18.93,-26.64
14327,HÉROUVILLE-SAINT-CLAIR,60.52,41.59,-18.93,-31.28
62400,HAILLICOURT,60.5,41.57,-18.93,-31.29
33249,LORMONT,49.25,30.33,-18.92,-38.42
87205,LE VIGEN,71.11,52.19,-18.92,-26.61
26002,ALBON,67.28,48.36,-18.92,-28.12
36232,VENDOEUVRES,60.16,41.24,-18.919999999999995,-31.45
60533,RESSONS-SUR-MATZ,77.41,58.49,-18.919999999999995,-24.44
83042,COGOLIN,68.27,49.35,-18.919999999999995,-27.71
84150,VISAN,76.71,57.79,-18.919999999999995,-24.66
59409,MONCHECOURT,65.04,46.13,-18.910000000000004,-29.07
44162,SAINT-HERBLAIN,50.37,31.46,-18.909999999999997,-37.54
44176,SAINT-MALO-DE-GUERSAC,63.73,44.82,-18.909999999999997,-29.67
54304,LAXOU,59.69,40.78,-18.909999999999997,-31.68
91339,LINAS,58.83,39.93,-18.9,-32.13
26041,BEAUSEMBLANT,57.79,38.89,-18.9,-32.7
85220,SAINT-GERMAIN-DE-PRINÇAY,67.37,48.48,-18.890000000000008,-28.04
55545,VERDUN,56.13,37.24,-18.89,-33.65
60009,ALLONNE,77.69,58.8,-18.89,-24.31
38337,RIVES,60.5,41.61,-18.89,-31.22
73243,SAINT-JEAN-D'ARVEY,73.36,54.47,-18.89,-25.75
26009,ANDANCETTE,59.95,41.06,-18.89,-31.51
69092,GLEIZÉ,52.16,33.27,-18.889999999999993,-36.22
79114,EXIREUIL,64.99,46.1,-18.889999999999993,-29.07
38412,SAINT-LAURENT-DU-PONT,69.46,50.57,-18.889999999999993,-27.2
13088,LE ROVE,70.52,51.63,-18.889999999999993,-26.79
94058,LE PERREUX-SUR-MARNE,53.41,34.52,-18.889999999999993,-35.37
29136,LOCUNOLÉ,80.39,61.51,-18.880000000000003,-23.49
68334,THANN,57.52,38.64,-18.880000000000003,-32.82
71513,SENOZAN,55.92,37.04,-18.880000000000003,-33.76
41212,SAINT-GERVAIS-LA-FORÊT,64.25,45.37,-18.880000000000003,-29.39
02780,VENIZEL,70.47,51.59,-18.879999999999995,-26.79
22240,PLUMAUGAT,70.01,51.14,-18.870000000000005,-26.95
83092,PIGNANS,74.93,56.06,-18.870000000000005,-25.18
58051,CHALLUY,73.63,54.76,-18.869999999999997,-25.63
66008,ARGELÈS-SUR-MER,70.96,52.09,-18.86999999999999,-26.59
67388,REICHSHOFFEN,62.55,43.69,-18.86,-30.15
29080,HÔPITAL-CAMFROUT,70.01,51.16,-18.85000000000001,-26.92
37250,SORIGNY,75.83,56.98,-18.85,-24.86
84034,CAUMONT-SUR-DURANCE,76.22,57.37,-18.85,-24.73
29026,CHÂTEAULIN,68.32,49.47,-18.849999999999994,-27.59
71076,CHALON-SUR-SAÔNE,56.2,37.36,-18.840000000000003,-33.52
59574,SOMAIN,59.17,40.33,-18.840000000000003,-31.84
95197,DEUIL-LA-BARRE,50.82,31.98,-18.84,-37.07
26271,LA ROCHE-DE-GLUN,69.2,50.37,-18.830000000000005,-27.21
40291,SAUBION,60.35,41.52,-18.83,-31.2
33100,CARS,70.67,51.84,-18.83,-26.64
06120,SAINT-ETIENNE-DE-TINÉE,87.61,68.78,-18.83,-21.49
44116,PAIMBOEUF,64.35,45.52,-18.82999999999999,-29.26
34169,MONTFERRIER-SUR-LEZ,69.32,50.49,-18.82999999999999,-27.16
41180,PONTLEVOY,73.9,55.08,-18.820000000000007,-25.47
ZN818,NOUMÉA,60.87,42.05,-18.82,-30.92
33506,SAUVETERRE-DE-GUYENNE,79.47,60.65,-18.82,-23.68
71342,PARAY-LE-MONIAL,56.09,37.28,-18.810000000000002,-33.54
03316,VILLENEUVE-SUR-ALLIER,62.5,43.69,-18.810000000000002,-30.1
