code_commune;revenu_median;taux_pauvrete;nb_menages;nb_personnes
11371;20440;;322;710
11372;17410;;186;376
11378;19890;;108;208
11379;19580;17;2469;5329
11380;20130;;63;132
11381;11730;;45;100
11382;22240;;151;357
11383;22200;;139;363
11384;14740;;47;102
11385;21970;;107;230
11386;18870;;176;365
11390;18840;;257;567
11392;17860;;141;280
11393;21090;;217;442
11394;18640;;63;141
11396;18710;;260;541
11397;18270;23;2383;5161
11398;20180;;115;227
11399;21680;;42;103
11401;17460;;402;749
11404;20800;;404;958
11405;20990;;240;520
11407;21970;;123;273
11408;20270;;189;440
11410;19890;;396;926
11411;18400;;67;133
11413;19090;;202;420
11415;21200;;51;109
11416;20740;;109;261
11418;20220;;476;1157
11420;20120;;58;121
11421;16660;;248;566
11422;22860;;143;327
11423;16290;;68;157
11425;20490;;711;1646
11426;20290;;525;1179
11427;18910;;138;280
11428;20470;;102;224
11429;22550;11;1894;4526
11430;21460;;532;1332
11431;15460;;108;226
11432;21700;;115;314
11433;18760;;388;810
11434;19470;;534;1206
11435;16450;;82;152
11436;17150;;166;350
11437;20880;;351;844
11438;20750;;134;335
11439;19280;;183;401
11441;22380;11;1078;2451
12001;23640;;464;1111
12002;20930;;395;935
12003;21020;;149;322
12004;20430;;197;445
12006;18510;;154;334
12007;19040;;83;173
12008;21580;;332;856
12010;20690;;59;136
12011;20730;;343;737
12012;21250;;293;640
12013;19640;16;1719;3488
12015;18810;;95;231
12016;20650;;346;718
12017;18330;;89;177
12018;21630;;71;156
12021;19520;;674;1531
12022;19650;;52;90
12023;18530;;51;100
12024;20370;;94;202
12025;19780;;388;813
12026;21650;;414;999
12027;20560;;99;215
12028;19270;;231;492
12029;14870;;88;177
12030;19760;;181;356
12031;21800;;133;309
12032;20520;;234;582
12033;22440;8;1291;2925
12034;19340;;125;291
12035;16040;;76;162
12036;19430;;300;603
12037;16820;;269;558
12038;18920;;85;165
12039;18180;;136;242
12041;18750;;118;275
12042;20340;;87;205
12043;23760;;777;1998
12044;20040;;454;944
12045;21450;;160;406
12046;21140;;259;568
12047;20210;;174;398
12048;18930;;177;355
12049;19440;;188;406
12050;21370;;183;413
12051;18420;;148;300
12052;20150;13;2164;4304
12053;20740;;138;324
12054;18950;;157;349
12056;21760;9;1329;3103
12057;20000;;415;880
12058;18360;;60;112
12059;19240;;211;511
12061;19340;;230;531
12062;20040;;149;327
12063;19970;;477;1195
12064;17400;;97;201
12065;18100;;233;458
12066;24130;;431;988
12068;19300;;402;852
12069;18390;;116;260
12070;21910;;225;532
12071;21400;;140;318
12072;22190;;111;257
12073;21600;;245;624
12074;18270;;126;281
12076;20170;;781;1587
12077;20080;;184;365
12078;18140;;71;147
12079;20050;;207;455
12080;18920;;181;356
12082;16920;;93;189
12083;18370;;787;1431
12084;20790;;714;1632
12085;18010;;117;250
12086;21830;;149;339
12088;18480;;87;191
12089;18560;22;2459;4654
12090;24910;;1198;3068
12091;19530;;198;434
12092;17200;;224;486
12093;19330;;78;168
12094;20550;;470;884
12095;20680;;95;208
12096;21050;11;2206;4344
12097;20450;;120;232
12098;20280;;256;477
12099;18690;;120;242
12100;21220;13;1128;2371
12101;21690;;452;1001
12102;23410;;992;2393
12103;17070;;150;307
12104;21480;;198;452
12105;19600;;490;1059
12106;21280;;213;521
12107;20220;;138;294
12108;20600;;157;353
12109;19090;;49;106
12110;18610;;165;329
12111;21800;;211;513
12113;20490;;160;412
12115;18460;;128;315
12116;19910;;108;235
12118;19320;;240;476
12119;21420;;556;1145
12120;21060;11;963;2003
12121;20360;;338;734
12122;20230;;53;110
12124;17040;;141;320
12125;17990;;134;264
12127;19930;;320;667
12128;17010;;109;212
12129;18030;;182;449
12130;21020;;512;1079
12131;25080;;575;1411
12133;23160;6;2660;5820
12134;20760;;144;315
12135;16950;;182;389
12136;20170;;400;929
12137;22790;;312;853
12138;22590;;712;1522
12139;18560;;56;106
12140;21460;;439;975
12141;15120;;104;221
12142;22440;;250;639
12144;18640;;69;137
12145;20010;16;10947;22164
12146;23150;;992;2280
12147;16370;;70;133
12148;20860;;630;1317
12149;17070;;70;135
12150;21010;;220;453
12151;21160;;109;216
12152;16960;;61;128
12153;18280;;210;430
12154;19850;;313;655
12155;19510;;134;265
12156;19870;;233;520
12157;23400;;694;1762
12158;21260;;144;313
12159;20690;;242;568
12160;20640;;166;334
12161;21070;;222;523
12162;21970;;432;1067
12163;19720;;90;195
12164;20470;;311;580
12165;21850;;140;340
12167;18390;;370;694
12168;19530;;423;856
12169;21510;;910;1867
12170;23280;;175;374
12171;20110;;230;536
12172;19920;;234;493
12174;23760;;1481;3202
12175;19940;;70;167
12176;21330;16;5241;11004
12177;21130;;383;898
12178;21960;;168;392
12181;17460;;94;210
12182;20550;;129;295
12183;18390;;114;217
12184;19560;;57;107
12185;21300;;616;1443
12186;17100;;97;209
12187;16480;;149;256
12188;20330;;132;316
12189;17960;;160;347
12190;17590;;126;287
12191;21510;;152;347
12192;17710;;89;195
12193;17420;;134;304
12194;20870;;347;827
12195;20240;;123;284
12197;19790;;870;1790
12198;19910;;893;1875
12199;21380;;852;1816
12200;21180;;448;968
12201;24670;;432;1073
12202;21090;15;11658;20862
12203;22730;;232;514
12204;20650;;89;191
12205;21130;;316;747
12206;22490;;243;619
12207;18090;;151;340
12208;20600;15;3878;7661
12209;19870;;299;639
12210;18250;;200;407
12211;21560;;60;123
12212;19900;;58;109
12213;21090;;249;583
12214;20570;;203;424
12215;21660;;505;1174
12216;21330;;599;1281
12217;21000;;311;722
12219;18550;;194;366
12220;21470;;138;284
12221;18310;;171;341
12222;18390;;101;181
12223;19430;;763;1556
12224;19560;;937;1846
12225;21770;;721;1667
12226;17040;;213;444
12227;19720;;83;188
12228;16470;;151;322
12229;21650;;98;247
12230;20750;;138;343
12231;19170;;325;607
12232;20800;;114;276
12233;16580;;106;237
12234;23290;;250;609
12235;17020;;96;196
12236;21540;;73;161
12237;20290;;278;579
12238;20250;;171;398
12239;19860;;142;328
12240;19840;;180;389
12241;25080;;718;1807
12242;21590;;133;300
12243;21730;;368;857
12244;21490;;326;689
12246;20720;;241;525
12247;20510;;150;298
12248;20570;;207;395
12249;17610;;89;193
12250;20430;;89;189
12251;20000;;146;303
12252;20210;;199;449
12253;19740;;482;1006
12254;24590;;913;2193
12255;20450;;330;713
12256;20290;;182;380
12257;21640;;340;761
12258;18360;;446;882
12259;19930;;292;632
12260;19210;;86;162
12261;19650;;55;117
12262;19640;;311;618
12263;21890;;295;738
12264;24080;;1336;3179
12265;18210;;179;396
12266;17590;;235;531
12267;18570;;274;576
12268;17020;;178;347
12269;19790;;51;125
12270;20600;13;1880;4049
12272;22330;;205;501
12273;20170;;125;273
12276;17640;;163;372
12277;20150;;225;475
12278;19730;;80;171
12280;18320;;194;361
12281;22490;;315;758
12282;20250;;180;408
12283;18510;;197;455
12284;20970;;154;317
12286;21040;;503;1189
12287;21170;;279;628
12288;23440;;641;1542
12289;22100;;98;211
12290;21050;;197;460
12291;21260;;158;339
12292;21790;;184;432
12293;19990;;55;102
12294;18560;;253;591
12296;19310;;191;395
12297;20880;;210;505
12298;19660;;202;425
12299;20140;;333;674
12300;19950;19;5445;10649
12301;21730;;877;1846
12303;20540;;114;233
12305;18430;;654;1224
12307;18830;;131;302
13001;24590;14;62891;128397
13002;26190;7;8849;21935
13003;24790;8;1075;2677
13004;18990;23;23906;53161
13005;21300;15;19868;44588
13006;23030;;637;1469
13007;24920;9;4953;12266
13008;28850;;226;553
13009;28170;;304;792
13010;22900;11;1840;4189
13011;23910;;129;256
13012;34770;;192;451
13013;28580;;696;1816
13014;19470;18;5298;12882
13015;29430;5;5772;14798
13016;25790;6;2402;6052
13017;21880;;667;1542
13018;20210;17;1815;4483
13019;31170;5;3864;10097
13020;25590;;883;2175
13021;30540;6;3029;6556
13022;26870;11;3474;7150
13023;26650;8;2049;4994
13024;22360;12;1105;2648
13025;29960;;920;2308
13026;22460;12;7152;17371
13027;19960;18;7314;16800
13028;22280;14;19629;40140
13029;27150;;624;1499
13030;24050;9;2095;5268
13031;24850;7;1496;3606
13032;30920;7;3371;8076
13033;27900;7;2381;5847
13034;22140;;793;1679
13035;24240;11;3035;6977
13036;21850;13;1905;4346
13037;25080;8;3538;8542
13038;22740;11;1680;3507
13039;22460;10;6517;16101
13040;26460;7;4045;10392
13041;21820;13;9336;21546
13042;27380;7;2663;6447
13043;23240;12;4105;10356
13044;25910;8;2183;5138
13045;21870;13;2033;4908
13046;25200;6;1700;4263
13047;21910;13;18367;42237
13048;24030;9;1828;4325
13049;25540;;837;2095
13050;24630;11;4041;9505
13051;25520;8;3531;9112
13052;22250;10;1105;2659
13053;22900;11;2744;6590
13054;20780;18;13956;34052
13055;19370;26;369535;811765
13056;21630;17;21925;47881
13057;24340;;205;501
13058;23990;13;1124;2447
13059;23240;12;1498;3537
13060;26280;7;2262;5673
13061;21600;;100;234
13062;28700;5;1719;4537
13063;18890;22;10395;24769
13064;22870;10;1079;2547
13065;22910;13;1538;3476
13066;21870;12;2333;5544
13067;19630;21;1188;2943
13068;25890;;882;2131
13069;26050;8;4411;10635
13070;23420;10;2564;6085
13071;25040;8;8784;21742
13072;27600;;1453;3680
13073;26300;6;2315;5822
13074;22470;11;2029;5046
13075;24970;8;4982;11574
13076;21790;14;1379;3536
13077;19060;22;7115;16686
13078;19640;20;3809;8195
13079;27210;;648;1561
13080;24820;9;2150;5277
13081;23890;9;5067;12394
13082;27140;9;1878;4534
13083;22800;11;1872;4258
13084;21710;13;1949;4707
13085;25690;9;2361;5938
13086;24930;10;3854;9073
13087;24680;9;2025;4857
13088;24820;9;2204;5298
13089;20530;15;1365;3384
13090;32940;;52;125
13091;26670;8;2395;5772
13092;23060;10;3676;8289
13093;25600;;139;347
13094;24580;;1029;2386
13095;37600;;432;1184
13096;19300;22;1436;2733
13097;22180;11;5859;13983
13098;25740;8;2586;6126
13099;21820;;359;812
13100;21730;17;4660;9979
13101;26540;6;1385;3540
13102;21820;13;2584;6564
13103;21150;17;19322;42538
13104;27340;7;3966;8099
13105;21270;14;2832;7015
13106;21620;15;4505;10866
13107;27660;7;2303;5981
13108;17370;30;5906;13933
13109;31120;;968;2306
13110;24200;10;4426;10605
13111;26470;;386;903
13112;27560;6;3579;9015
13113;27540;6;3675;8557
13114;32610;6;2271;5973
13115;24120;;746;2090
13116;21810;;327;825
13117;21000;17;14092;35929
13118;27770;;1446;3770
13119;24970;9;2799;6772
13201;15390;39;16093;31375
13202;15480;39;11071;22183
13203;12820;52;19348;46641
13204;19290;23;23987;47351
13205;19560;24;22048;39894
13206;22700;19;20309;37687
13207;25140;13;17804;33771
13208;26080;12;37830;76034
13209;23220;15;31990;69479
13210;19520;22;24816;53600
13211;21140;18;23377;57251
13212;24150;12;27598;61226
13213;18790;27;36328;88606
13214;14720;41;21940;56431
13215;14080;44;28200;74092
13216;18480;25;6796;16148
14001;23120;;501;1228
14003;25060;;118;312
14005;22630;;658;1699
14006;25460;;417;1094
14007;20630;;80;198
14009;24560;;561;1419
14011;21420;;736;1897
14012;20480;;73;182
14014;28450;;494;1364
14015;32660;;287;756
14016;22100;;187;476
14019;23500;;85;224
14020;20910;11;1535;3657
14021;23280;;253;473
14022;20810;;313;638
14024;23580;;231;612
14025;22440;;125;298
14026;23040;;426;1184
14027;20210;13;1957;4585
14030;27060;;661;1741
14032;23470;;126;303
14033;21350;;97;226
14034;24450;;191;534
14035;20310;;554;1343
14036;26010;;59;157
14037;22910;;205;560
14038;23230;;317;812
14039;23040;;272;764
14040;22800;;90;224
14041;26930;;53;118
14042;25610;;363;1028
14044;25830;;392;1088
14045;22420;;99;257
14046;23390;;744;1924
14047;20250;16;6725;12821
14049;23490;;67;153
14050;19080;;70;182
14053;20320;;70;160
14054;18800;;82;207
14055;22490;;182;374
14057;21450;;570;1404
14059;24110;;301;479
14060;26310;;846;2050
14061;20500;13;3589;8552
14062;24380;;174;462
14063;19340;;78;193
14064;18590;;93;240
14066;23300;9;1145;2480
14068;27450;;1412;3528
14069;21880;;559;1300
14070;22990;;98;186
14076;21200;11;2656;5824
14077;21550;;315;703
14078;23650;;149;382
14079;22040;;881;1674
14080;20620;;53;128
14082;22970;;67;189
14083;19380;;285;617
14084;22990;;157;384
14085;21710;;359;810
14086;26550;;149;318
14087;21650;;50;121
14088;22840;;164;424
14089;22510;;141;409
14090;23600;;289;705
14091;22460;;50;109
14092;22400;;814;2289
14093;23850;;73;175
14096;19330;;87;240
14097;22990;;105;316
14098;24150;6;2336;6084
14100;22490;;704;1732
14101;25540;6;1797;4054
14102;23620;;421;952
14103;21120;;166;403
14104;20620;;70;159
14106;24000;;268;670
14107;21280;;56;147
14110;22480;;47;111
14111;23750;;166;450
14116;22290;;50;114
14117;21700;13;2176;3720
14118;20770;20;47660;85842
14119;20620;;718;1824
14120;21230;;533;1420
14121;21090;;95;250
14122;19790;;55;153
14123;28580;;760;2062
14124;20930;;243;562
14125;27400;;708;1822
14126;22410;;540;1256
14127;20680;;191;502
14130;24160;;65;174
14131;23710;;101;241
14132;22280;;85;198
14134;26120;;77;183
14135;25750;;99;237
14137;21500;7;1330;3016
14138;19350;;117;303
14140;20360;;135;340
14141;22760;;60;151
14143;19480;16;997;2436
14145;23740;;205;551
14146;20670;;70;171
14147;21940;;58;128
14149;22320;;159;425
14150;20400;;531;1290
14159;23440;;92;243
14160;23460;;62;160
14161;24210;;149;330
14162;20810;;554;1268
14163;23310;;146;385
14165;21460;;83;184
14166;25080;;1091;2649
14167;18480;18;2951;6609
14168;19910;;93;205
14169;22980;;61;159
14171;21070;;62;148
14172;23070;;217;441
14173;21880;;170;466
14174;19720;15;2911;5944
14175;22170;;99;276
14177;22530;;337;812
14179;21820;;62;157
14180;21610;;61;150
14181;22410;9;1957;4526
14182;20030;;167;385
14183;21300;;51;110
14184;23760;;89;247
14190;20700;;64;144
14191;22300;11;2430;4159
14193;22450;;272;624
14194;20710;;246;617
14195;21200;;104;280
14196;24950;;97;231
14197;27420;;429;1126
14198;22580;;104;275
14200;22650;;834;2052
14202;24960;;97;203
14203;24360;;69;170
14204;22180;;76;184
14205;22000;;83;212
14206;20290;;130;309
14207;21580;;228;620
14209;21820;;203;519
14211;20700;;156;366
14214;24110;;71;175
14215;22210;;849;2264
14216;20550;;98;238
14218;21400;;134;341
14220;22000;14;2158;3697
14221;22400;7;1332;3168
14225;19200;18;2481;5063
14226;20240;;111;286
14227;22730;;81;197
14228;24740;9;2118;4917
14229;20020;15;870;2025
14230;23270;;50;112
14231;21900;;183;438
14232;24630;;64;167
14236;21510;;179;490
14237;24120;;225;644
14238;29350;;52;108
14240;20710;;185;469
14241;23330;;246;647
14242;29300;;546;1301
14243;26380;;493;1076
14244;24780;;115;304
14245;22220;;112;282
14246;24090;;322;827
14248;23290;;99;253
14249;23060;;504;1428
14250;23970;;128;300
14251;21490;;201;542
14252;24540;;91;265
14254;25000;;635;1638
14256;22630;;130;336
14257;23760;;718;1868
